id,category
475,2
476,11
477,7
478,14
479,10
480,1
481,1
482,7
483,9
484,12
485,13
486,6
487,13
488,4
489,15
490,9
491,1
492,14
493,0
494,5
495,1
496,1
497,4
498,7
499,0
500,0
501,14
502,10
503,0
504,15
505,4
506,7
507,14
508,4
509,5
510,3
511,4
512,8
513,7
514,4
515,0
516,1
517,12
518,4
519,0
520,14
521,5
522,7
523,12
524,9
525,7
526,2
527,11
528,3
529,10
530,10
531,1
532,15
533,5
534,5
535,8
536,3
537,4
538,13
539,0
540,3
541,15
542,7
543,11
544,10
545,1
546,8
547,6
548,16
549,17
550,14
551,9
552,5
553,10
554,2
555,6
556,12
557,4
558,4
559,15
560,7
561,17
562,0
563,10
564,1
565,0
566,13
567,15
568,5
569,8
570,1
571,14
572,17
573,16
574,3
575,4
576,7
577,5
578,16
579,0
580,11
581,6
582,12
583,6
584,12
585,6
586,15
587,5
588,3
589,5
590,11
591,6
592,9
593,4
594,15
595,16
596,7
597,1
598,10
599,12
600,5
601,11
602,2
603,2
604,11
605,4
606,7
607,17
608,3
609,16
610,0
611,12
612,4
613,16
614,5
615,11
616,4
617,14
618,2
619,10
620,13
621,12
622,13
623,7
624,10
625,5
626,3
627,7
628,3
629,0
630,0
631,6
632,0
633,14
634,11
635,9
636,14
637,4
638,9
639,7
640,1
641,16
642,14
643,1
644,12
645,17
646,5
647,11
648,10
649,11
650,17
651,14
652,14
653,13
654,14
655,6
656,13
657,4
658,16
659,7
660,9
661,5
662,0
663,17
664,9
665,11
666,12
667,4
668,9
669,11
670,7
671,6
672,12
673,0
674,14
675,0
676,10
677,0
678,14
679,0
680,2
681,7
682,4
683,14
684,2
685,11
686,9
687,3
688,2
689,14
690,17
691,12
692,0
693,14
694,9
695,0
696,1
697,5
698,4
699,0
700,0
701,4
702,12
703,6
704,4
705,2
706,7
707,14
708,10
709,5
710,11
711,8
712,6
713,6
714,14
715,6
716,6
717,11
718,9
719,16
720,9
721,17
722,6
723,2
724,11
725,6
726,0
727,7
728,0
729,16
730,15
731,11
732,11
733,6
734,4
735,6
736,17
737,0
738,12
739,14
740,2
741,6
742,16
743,1
744,0
745,11
746,16
747,11
748,9
749,0
750,0
751,9
752,2
753,10
754,1
755,12
756,1
757,11
758,12
759,5
760,6
761,0
762,9
763,0
764,0
765,4
766,0
767,1
768,14
769,11
770,10
771,10
772,9
773,10
774,11
775,9
776,17
777,0
778,0
779,0
780,11
781,7
782,0
783,4
784,14
785,6
786,2
787,4
788,5
789,9
790,15
791,9
792,4
793,0
794,13
795,12
796,6
797,2
798,8
799,6
800,11
801,10
802,4
803,1
804,14
805,10
806,0
807,10
808,2
809,12
810,11
811,11
812,5
813,6
814,2
815,10
816,2
817,9
818,16
819,12
820,14
821,0
822,17
823,5
824,1
825,4
826,10
827,9
828,5
829,5
830,0
831,9
832,7
833,17
834,14
835,8
836,11
837,14
838,8
839,7
840,7
841,13
842,17
843,11
844,8
845,12
846,11
847,5
848,2
849,10
850,1
851,0
852,4
853,0
854,11
855,0
856,11
857,5
858,7
859,0
860,1
861,12
862,6
863,3
864,9
865,7
866,14
867,5
868,16
869,5
870,7
871,1
872,5
873,0
874,6
875,0
876,12
877,7
878,15
879,10
880,10
881,1
882,7
883,12
884,3
885,15
886,15
887,15
888,0
889,6
890,10
891,7
892,12
893,10
894,13
895,16
896,15
897,7
898,10
899,9
900,1
901,11
902,10
903,4
904,12
905,10
906,7
907,12
908,17
909,8
910,14
911,0
912,0
913,1
914,3
915,1
916,14
917,0
918,6
919,11
920,3
921,8
922,13
923,3
924,4
925,11
926,16
927,13
928,10
929,10
930,5
931,7
932,15
933,6
934,1
935,11
936,9
937,3
938,10
939,14
940,4
941,1
942,7
943,13
944,0
945,5
946,11
947,10
948,14
949,1
950,8
951,10
952,5
953,11
954,12
955,2
956,6
957,15
958,8
959,10
960,3
961,6
962,0
963,7
964,5
965,14
966,6
967,14
968,5
969,4
970,7
971,0
972,11
973,0
974,0
975,0
976,10
977,3
978,16
979,9
980,0
981,5
982,0
983,10
984,6
985,3
986,15
987,8
988,12
989,0
990,6
991,5
992,13
993,6
994,3
995,12
996,0
997,10
998,7
999,9
1000,0
1001,16
1002,15
1003,5
1004,9
1005,6
1006,1
1007,10
1008,12
1009,3
1010,14
1011,14
1012,13
1013,11
1014,0
1015,7
1016,2
1017,1
1018,3
1019,12
1020,1
1021,15
1022,15
1023,7
1024,16
1025,7
1026,0
1027,9
1028,15
1029,7
1030,2
1031,13
1032,0
1033,8
1034,14
1035,5
1036,1
1037,0
1038,0
1039,0
1040,12
1041,9
1042,9
1043,3
1044,10
1045,9
1046,15
1047,16
1048,5
1049,11
1050,2
1051,9
1052,10
1053,16
1054,10
1055,3
1056,8
1057,4
1058,11
1059,0
1060,13
1061,11
1062,4
1063,12
1064,8
1065,1
1066,10
1067,0
1068,5
1069,5
1070,6
1071,7
1072,13
1073,8
1074,3
1075,10
1076,2
1077,0
1078,17
1079,0
1080,15
1081,10
1082,10
1083,10
1084,3
1085,11
1086,16
1087,3
1088,11
1089,5
1090,4
1091,14
1092,2
1093,2
1094,13
1095,10
1096,0
1097,5
1098,8
1099,5
1100,13
1101,1
1102,2
1103,9
1104,1
1105,6
1106,11
1107,15
1108,7
1109,2
1110,12
1111,9
1112,2
1113,12
1114,15
1115,1
1116,6
1117,3
1118,10
1119,1
1120,6
1121,1
1122,13
1123,9
1124,4
1125,10
1126,4
1127,6
1128,9
1129,10
1130,9
1131,0
1132,16
1133,0
1134,6
1135,7
1136,16
1137,14
1138,2
1139,7
1140,13
1141,3
1142,9
1143,3
1144,6
1145,14
1146,17
1147,4
1148,10
1149,11
1150,5
1151,5
1152,10
1153,0
1154,16
1155,16
1156,4
1157,8
1158,12
1159,7
1160,0
1161,10
1162,13
1163,6
1164,3
1165,15
1166,10
1167,8
1168,4
1169,1
1170,4
1171,6
1172,5
1173,0
1174,4
1175,0
1176,10
1177,12
1178,7
1179,1
1180,0
1181,15
1182,3
1183,0
1184,12
1185,7
1186,15
1187,0
1188,10
1189,0
1190,7
1191,6
1192,2
1193,10
1194,9
1195,7
1196,5
1197,10
1198,6
1199,4
1200,7
1201,0
1202,5
1203,7
1204,2
1205,4
1206,17
1207,1
1208,15
1209,11
1210,8
1211,14
1212,0
1213,8
1214,7
1215,1
1216,5
1217,3
1218,17
1219,7
1220,5
1221,15
1222,13
1223,4
1224,12
1225,11
1226,12
1227,15
1228,12
1229,9
1230,3
1231,7
1232,15
1233,13
1234,4
1235,4
1236,11
1237,12
1238,5
1239,0
1240,12
1241,4
1242,13
1243,12
1244,3
1245,13
1246,13
1247,7
1248,10
1249,7
1250,9
1251,7
1252,7
1253,10
1254,13
1255,13
1256,12
1257,9
1258,11
1259,1
1260,10
1261,16
1262,5
1263,10
1264,4
1265,8
1266,7
1267,13
1268,9
1269,8
1270,14
1271,7
1272,1
1273,14
1274,3
1275,7
1276,8
1277,7
1278,12
1279,6
1280,14
1281,11
1282,16
1283,0
1284,1
1285,1
1286,4
1287,1
1288,0
1289,15
1290,0
1291,0
1292,0
1293,6
1294,16
1295,10
1296,17
1297,14
1298,13
1299,10
1300,11
1301,2
1302,6
1303,1
1304,7
1305,3
1306,10
1307,1
1308,16
1309,13
1310,12
1311,12
1312,11
1313,8
1314,10
1315,0
1316,3
1317,13
1318,10
1319,10
1320,11
1321,0
1322,15
1323,7
1324,0
1325,12
1326,11
1327,1
1328,1
1329,10
1330,14
1331,9
1332,6
1333,15
1334,0
1335,1
1336,13
1337,6
1338,16
1339,17
1340,16
1341,4
1342,16
1343,0
1344,9
1345,4
1346,0
1347,5
1348,7
1349,6
1350,5
1351,0
1352,14
1353,17
1354,10
1355,10
1356,2
1357,11
1358,10
1359,2
1360,15
1361,12
1362,6
1363,9
1364,7
1365,10
1366,4
1367,11
1368,10
1369,5
1370,4
1371,16
1372,14
1373,3
1374,1
1375,13
1376,6
1377,0
1378,0
1379,15
1380,5
1381,15
1382,7
1383,7
1384,10
1385,11
1386,15
1387,16
1388,2
1389,4
1390,2
1391,11
1392,3
1393,2
1394,12
1395,14
1396,0
1397,13
1398,2
1399,9
1400,16
1401,11
1402,11
1403,2
1404,0
1405,1
1406,2
1407,10
1408,9
1409,11
1410,0
1411,17
1412,12
1413,13
1414,8
1415,5
1416,14
1417,7
1418,10
1419,7
1420,11
1421,11
1422,15
1423,0
1424,16
1425,11
1426,11
1427,0
1428,9
1429,14
1430,4
1431,3
1432,0
1433,11
1434,16
1435,7
1436,6
1437,17
1438,6
1439,14
1440,7
1441,11
1442,1
1443,3
1444,7
1445,8
1446,6
1447,2
1448,8
1449,12
1450,5
1451,14
1452,10
1453,1
1454,11
1455,16
1456,13
1457,0
1458,3
1459,10
1460,4
1461,0
1462,5
1463,10
1464,9
1465,6
1466,1
1467,7
1468,11
1469,7
1470,1
1471,4
1472,6
1473,14
1474,5
1475,17
1476,4
1477,11
1478,5
1479,11
1480,10
1481,6
1482,12
1483,17
1484,12
1485,0
1486,10
1487,1
1488,6
1489,10
1490,7
1491,2
1492,6
1493,7
1494,7
1495,4
1496,14
1497,2
1498,10
1499,2
1500,5
1501,2
1502,7
1503,6
1504,6
1505,14
1506,11
1507,12
1508,9
1509,7
1510,16
1511,1
1512,0
1513,9
1514,17
1515,9
1516,10
1517,0
1518,0
1519,13
1520,7
1521,15
1522,17
1523,13
1524,7
1525,9
1526,7
1527,3
1528,7
1529,6
1530,3
1531,7
1532,10
1533,11
1534,15
1535,5
1536,3
1537,6
1538,11
1539,4
1540,10
1541,7
1542,2
1543,13
1544,2
1545,4
1546,0
1547,14
1548,8
1549,9
1550,7
1551,6
1552,11
1553,1
1554,4
1555,12
1556,14
1557,11
1558,1
1559,11
1560,14
1561,12
1562,14
1563,7
1564,7
1565,0
1566,7
1567,0
1568,7
1569,11
1570,6
1571,3
1572,14
1573,7
1574,12
1575,7
1576,10
1577,1
1578,0
1579,11
1580,2
1581,7
1582,6
1583,9
1584,10
1585,11
1586,13
1587,10
1588,5
1589,9
1590,4
1591,11
1592,3
1593,5
1594,5
1595,12
1596,1
1597,17
1598,12
1599,11
1600,15
1601,17
1602,14
1603,7
1604,10
1605,10
1606,8
1607,16
1608,2
1609,17
1610,11
1611,14
1612,7
1613,3
1614,0
1615,0
1616,3
1617,0
1618,12
1619,9
1620,7
1621,11
1622,10
1623,1
1624,14
1625,3
1626,17
1627,10
1628,5
1629,11
1630,8
1631,11
1632,15
1633,4
1634,2
1635,7
1636,1
1637,9
1638,0
1639,14
1640,10
1641,11
1642,5
1643,14
1644,9
1645,12
1646,10
1647,11
1648,6
1649,14
1650,2
1651,3
1652,10
1653,7
1654,15
1655,6
1656,6
1657,7
1658,8
1659,3
1660,8
1661,5
1662,7
1663,0
1664,7
1665,11
1666,16
1667,5
1668,13
1669,4
1670,10
1671,8
1672,6
1673,15
1674,12
1675,6
1676,14
1677,3
1678,6
1679,7
1680,7
1681,14
1682,9
1683,0
1684,10
1685,1
1686,15
1687,1
1688,10
1689,11
1690,9
1691,1
1692,0
1693,6
1694,3
1695,3
1696,14
1697,11
1698,11
1699,12
1700,2
1701,1
1702,2
1703,2
1704,4
1705,14
1706,1
1707,10
1708,6
1709,11
1710,9
1711,17
1712,1
1713,2
1714,7
1715,6
1716,13
1717,10
1718,10
1719,1
1720,15
1721,12
1722,15
1723,17
1724,11
1725,7
1726,9
1727,6
1728,10
1729,12
1730,2
1731,10
1732,7
1733,11
1734,3
1735,3
1736,1
1737,5
1738,11
1739,12
1740,1
1741,17
1742,1
1743,12
1744,4
1745,0
1746,5
1747,10
1748,5
1749,14
1750,14
1751,11
1752,9
1753,5
1754,2
1755,6
1756,15
1757,12
1758,12
1759,1
1760,12
1761,0
1762,6
1763,15
1764,3
1765,16
1766,14
1767,10
1768,9
1769,5
1770,16
1771,10
1772,6
1773,16
1774,7
1775,16
1776,10
1777,4
1778,7
1779,11
1780,10
1781,3
1782,8
1783,11
1784,8
1785,15
1786,11
1787,1
1788,16
1789,7
1790,4
1791,11
1792,10
1793,0
1794,12
1795,9
1796,4
1797,1
1798,11
1799,10
1800,7
1801,13
1802,11
1803,0
1804,11
1805,6
1806,3
1807,0
1808,0
1809,5
1810,2
1811,7
1812,5
1813,5
1814,6
1815,9
1816,4
1817,9
1818,0
1819,10
1820,5
1821,13
1822,13
1823,10
1824,2
1825,17
1826,17
1827,9
1828,12
1829,10
1830,11
1831,9
1832,3
1833,2
1834,0
1835,1
1836,1
1837,5
1838,9
1839,17
1840,13
1841,13
1842,0
1843,0
1844,12
1845,11
1846,7
1847,2
1848,5
1849,7
1850,14
1851,10
1852,6
1853,3
1854,17
1855,11
1856,2
1857,16
1858,5
1859,6
1860,5
1861,7
1862,0
1863,0
1864,2
1865,14
1866,7
1867,11
1868,3
1869,3
1870,9
1871,6
1872,9
1873,7
1874,5
1875,3
1876,7
1877,12
1878,15
1879,15
1880,12
1881,7
1882,10
1883,9
1884,8
1885,0
1886,12
1887,0
1888,6
1889,12
1890,3
1891,9
1892,7
1893,13
1894,6
1895,14
1896,3
1897,17
1898,2
1899,7
1900,1
1901,5
1902,1
1903,1
1904,9
1905,4
1906,7
1907,13
1908,17
1909,4
1910,10
1911,13
1912,6
1913,2
1914,3
1915,10
1916,3
1917,0
1918,9
1919,6
1920,0
1921,1
1922,8
1923,3
1924,12
1925,17
1926,0
1927,4
1928,14
1929,15
1930,9
1931,8
1932,12
1933,6
1934,10
1935,7
1936,6
1937,9
1938,11
1939,14
1940,10
1941,6
1942,17
1943,11
1944,16
1945,3
1946,15
1947,0
1948,16
1949,3
1950,4
1951,12
1952,3
1953,6
1954,0
1955,4
1956,15
1957,7
1958,3
1959,7
1960,5
1961,5
1962,0
1963,11
1964,6
1965,12
1966,10
1967,12
1968,11
1969,1
1970,3
1971,10
1972,0
1973,7
1974,3
1975,2
1976,3
1977,14
1978,9
1979,10
1980,1
1981,10
1982,16
1983,2
1984,1
1985,17
1986,5
1987,7
1988,7
1989,2
1990,6
1991,7
1992,0
1993,8
1994,6
1995,7
1996,0
1997,0
1998,1
1999,14
2000,10
2001,6
2002,0
2003,1
2004,11
2005,16
2006,3
2007,11
2008,8
2009,1
2010,9
2011,7
2012,0
2013,17
2014,3
2015,8
2016,0
2017,0
2018,12
2019,6
2020,12
2021,7
2022,16
2023,6
2024,14
2025,5
2026,9
2027,4
2028,4
2029,11
2030,9
2031,5
2032,14
2033,13
2034,4
2035,11
2036,0
2037,2
2038,2
2039,6
2040,4
2041,0
2042,4
2043,1
2044,14
2045,17
2046,9
2047,9
2048,10
2049,12
2050,4
2051,0
2052,9
2053,7
2054,7
2055,3
2056,13
2057,13
2058,11
2059,7
2060,0
2061,9
2062,4
2063,10
2064,6
2065,6
2066,14
2067,8
2068,6
2069,12
2070,6
2071,12
2072,14
2073,8
2074,1
2075,7
2076,1
2077,14
2078,6
2079,1
2080,8
2081,0
2082,5
2083,0
2084,10
2085,10
2086,8
2087,12
2088,2
2089,1
2090,2
2091,14
2092,6
2093,9
2094,1
2095,4
2096,7
2097,6
2098,9
2099,1
2100,1
2101,9
2102,9
2103,8
2104,1
2105,17
2106,14
2107,4
2108,12
2109,6
2110,5
2111,0
2112,10
2113,11
2114,15
2115,7
2116,10
2117,12
2118,8
2119,14
2120,10
2121,5
2122,15
2123,4
2124,12
2125,0
2126,7
2127,12
2128,7
2129,9
2130,7
2131,7
2132,5
2133,0
2134,10
2135,5
2136,6
2137,10
2138,10
2139,1
2140,6
2141,0
2142,11
2143,1
2144,7
2145,13
2146,2
2147,2
2148,11
2149,14
2150,7
2151,13
2152,4
2153,13
2154,4
2155,3
2156,14
2157,8
2158,6
2159,8
2160,7
2161,4
2162,1
2163,6
2164,14
2165,6
2166,17
2167,15
2168,12
2169,6
2170,7
2171,11
2172,6
2173,10
2174,12
2175,10
2176,5
2177,3
2178,10
2179,3
2180,2
2181,6
2182,12
2183,9
2184,5
2185,5
2186,8
2187,1
2188,5
2189,9
2190,14
2191,12
2192,8
2193,10
2194,10
2195,12
2196,7
2197,7
2198,7
2199,14
2200,7
2201,8
2202,1
2203,9
2204,6
2205,11
2206,14
2207,7
2208,12
2209,10
2210,10
2211,11
2212,11
2213,5
2214,3
2215,15
2216,2
2217,12
2218,14
2219,5
2220,9
2221,6
2222,17
2223,8
2224,1
2225,7
2226,4
2227,16
2228,1
2229,14
2230,7
2231,8
2232,1
2233,2
2234,6
2235,14
2236,17
2237,1
2238,10
2239,8
2240,12
2241,6
2242,15
2243,9
2244,6
2245,6
2246,12
2247,4
2248,7
2249,9
2250,0
2251,5
2252,11
2253,9
2254,10
2255,8
2256,4
2257,13
2258,12
2259,17
2260,1
2261,7
2262,4
2263,10
2264,6
2265,11
2266,2
2267,8
2268,9
2269,0
2270,7
2271,12
2272,0
2273,12
2274,15
2275,8
2276,1
2277,9
2278,14
2279,3
2280,17
2281,4
2282,4
2283,7
2284,6
2285,14
2286,7
2287,11
2288,10
2289,13
2290,12
2291,1
2292,13
2293,5
2294,0
2295,11
2296,10
2297,2
2298,14
2299,10
2300,2
2301,15
2302,6
2303,7
2304,7
2305,1
2306,0
2307,13
2308,9
2309,16
2310,9
2311,7
2312,11
2313,16
2314,4
2315,11
2316,2
2317,5
2318,11
2319,8
2320,0
2321,16
2322,12
2323,5
2324,16
2325,9
2326,5
2327,13
2328,11
2329,10
2330,2
2331,9
2332,7
2333,2
2334,13
2335,6
2336,0
2337,6
2338,1
2339,2
2340,1
2341,4
2342,15
2343,0
2344,10
2345,13
2346,9
2347,8
2348,0
2349,11
2350,0
2351,10
2352,0
2353,5
2354,6
2355,3
2356,3
2357,0
2358,0
2359,14
2360,0
2361,0
2362,7
2363,8
2364,0
2365,7
2366,8
2367,4
2368,9
2369,10
2370,13
2371,11
2372,9
2373,7
2374,0
2375,10
2376,13
2377,0
2378,3
2379,2
2380,2
2381,13
2382,17
2383,2
2384,8
2385,1
2386,3
2387,11
2388,4
2389,10
2390,4
2391,1
2392,8
2393,3
2394,14
2395,15
2396,14
2397,6
2398,12
2399,8
2400,2
2401,9
2402,4
2403,2
2404,4
2405,3
2406,8
2407,5
2408,6
2409,1
2410,15
2411,2
2412,5
2413,13
2414,2
2415,6
2416,10
2417,11
2418,1
2419,7
2420,7
2421,6
2422,6
2423,7
2424,0
2425,6
2426,12
2427,17
2428,0
2429,3
2430,15
2431,15
2432,15
2433,15
2434,5
2435,1
2436,3
2437,12
2438,7
2439,3
2440,7
2441,1
2442,12
2443,6
2444,12
2445,2
2446,0
2447,6
2448,0
2449,9
2450,3
2451,1
2452,3
2453,3
2454,2
2455,8
2456,17
2457,2
2458,3
2459,6
2460,15
2461,4
2462,7
2463,7
2464,12
2465,7
2466,7
2467,17
2468,9
2469,2
2470,11
2471,0
2472,6
2473,7
2474,12
2475,15
2476,7
2477,6
2478,0
2479,7
2480,11
2481,0
2482,14
2483,0
2484,0
2485,1
2486,7
2487,0
2488,1
2489,3
2490,3
2491,11
2492,0
2493,13
2494,3
2495,8
2496,2
2497,15
2498,13
2499,16
2500,9
2501,7
2502,16
2503,17
2504,8
2505,5
2506,4
2507,3
2508,7
2509,6
2510,12
2511,13
2512,11
2513,8
2514,10
2515,5
2516,0
2517,12
2518,10
2519,6
2520,1
2521,6
2522,8
2523,7
2524,5
2525,6
2526,5
2527,16
2528,8
2529,15
2530,5
2531,13
2532,6
2533,6
2534,10
2535,13
2536,10
2537,7
2538,10
2539,2
2540,16
2541,3
2542,8
2543,16
2544,14
2545,1
2546,1
2547,7
2548,4
2549,11
2550,4
2551,7
2552,6
2553,12
2554,9
2555,5
2556,12
2557,12
2558,15
2559,13
2560,12
2561,16
2562,10
2563,6
2564,10
2565,11
2566,6
2567,12
2568,0
2569,8
2570,0
2571,4
2572,5
2573,5
2574,0
2575,5
2576,12
2577,7
2578,3
2579,15
2580,15
2581,12
2582,2
2583,6
2584,0
2585,3
2586,14
2587,9
2588,7
2589,0
2590,10
2591,17
2592,14
2593,5
2594,10
2595,1
2596,11
2597,7
2598,15
2599,12
2600,10
2601,10
2602,6
2603,1
2604,2
2605,5
2606,0
2607,6
2608,4
2609,4
2610,14
2611,9
2612,1
2613,3
2614,12
2615,1
2616,0
2617,0
2618,0
2619,7
2620,7
2621,15
2622,10
2623,7
2624,11
2625,11
2626,0
2627,0
2628,9
2629,4
2630,12
2631,13
2632,11
2633,6
2634,12
2635,15
2636,3
2637,10
2638,11
2639,7
2640,11
2641,3
2642,9
2643,1
2644,1
2645,16
2646,7
2647,2
2648,1
2649,0
2650,5
2651,9
2652,16
2653,2
2654,1
2655,11
2656,10
2657,13
2658,15
2659,0
2660,13
2661,11
2662,8
2663,12
2664,11
2665,5
2666,3
2667,10
2668,11
2669,9
2670,11
2671,1
2672,14
2673,16
2674,10
2675,12
2676,7
2677,17
2678,6
2679,1
2680,4
2681,15
2682,17
2683,8
2684,5
2685,10
2686,12
2687,3
2688,7
2689,6
2690,1
2691,7
2692,3
2693,11
2694,6
2695,1
2696,10
2697,5
2698,7
2699,9
2700,11
2701,13
2702,12
2703,1
2704,7
2705,0
2706,12
2707,8
2708,4
2709,10
2710,11
2711,12
2712,3
2713,13
2714,2
2715,12
2716,0
2717,11
2718,7
2719,8
2720,11
2721,12
2722,7
2723,3
2724,16
2725,0
2726,3
2727,0
2728,1
2729,11
2730,6
2731,16
2732,6
2733,10
2734,2
2735,11
2736,7
2737,14
2738,0
2739,9
2740,9
2741,6
2742,11
2743,7
2744,11
2745,12
2746,6
2747,11
2748,6
2749,5
2750,5
2751,0
2752,0
2753,11
2754,9
2755,3
2756,16
2757,14
2758,1
2759,3
2760,8
2761,7
2762,6
2763,4
2764,0
2765,13
2766,5
2767,3
2768,5
2769,1
2770,10
2771,13
2772,3
2773,6
2774,2
2775,17
2776,7
2777,10
2778,3
2779,7
2780,1
2781,10
2782,14
2783,6
2784,15
2785,0
2786,1
2787,10
2788,15
2789,9
2790,1
2791,13
2792,0
2793,8
2794,13
2795,12
2796,14
2797,12
2798,5
2799,10
2800,6
2801,3
2802,7
2803,10
2804,15
2805,13
2806,2
2807,1
2808,2
2809,6
2810,6
2811,7
2812,2
2813,7
2814,6
2815,10
2816,16
2817,9
2818,2
2819,7
2820,11
2821,6
2822,0
2823,6
2824,9
2825,14
2826,0
2827,15
2828,12
2829,15
2830,12
2831,13
2832,13
2833,10
2834,9
2835,6
2836,13
2837,5
2838,4
2839,13
2840,0
2841,11
2842,5
2843,15
2844,6
2845,17
2846,2
2847,4
2848,10
2849,7
2850,14
2851,9
2852,6
2853,1
2854,0
2855,6
2856,3
2857,16
2858,14
2859,7
2860,7
2861,1
2862,1
2863,2
2864,7
2865,6
2866,5
2867,11
2868,1
2869,1
2870,15
2871,6
2872,10
2873,4
2874,6
2875,15
2876,9
2877,4
2878,6
2879,11
2880,6
2881,11
2882,2
2883,5
2884,5
2885,7
2886,1
2887,1
2888,6
2889,3
2890,8
2891,13
2892,10
2893,14
2894,0
2895,1
2896,13
2897,4
2898,5
2899,14
2900,7
2901,13
2902,13
2903,6
2904,7
2905,0
2906,7
2907,9
2908,7
2909,7
2910,4
2911,8
2912,10
2913,3
2914,9
2915,8
2916,10
2917,7
2918,4
2919,0
2920,12
2921,12
2922,2
2923,5
2924,10
2925,6
2926,14
2927,14
2928,14
2929,5
2930,0
2931,9
2932,6
2933,1
2934,16
2935,17
2936,8
2937,11
2938,14
2939,2
2940,2
2941,14
2942,6
2943,0
2944,12
2945,9
2946,16
2947,14
2948,1
2949,8
2950,14
2951,11
2952,7
2953,3
2954,9
2955,2
2956,15
2957,14
2958,16
2959,5
2960,3
2961,11
2962,15
2963,9
2964,8
2965,11
2966,1
2967,13
2968,9
2969,3
2970,0
2971,8
2972,9
2973,11
2974,17
2975,2
2976,9
2977,2
2978,5
2979,6
2980,12
2981,2
2982,10
2983,0
2984,14
2985,10
2986,9
2987,17
2988,3
2989,0
2990,12
2991,2
2992,7
2993,14
2994,13
2995,6
2996,3
2997,0
2998,16
